geno,location,replication,block,plot,individual,haploid,emb,crossed_seed,HIR,EmbR
GLW22,Jinan,1,1,18,3,5,3,71,6.578947368,3.797468354
GLW23,Jinan,2,1,23,4,8,3,68,10.52631579,3.797468354
GLW25,Jinan,2,1,6,5,9,3,67,11.84210526,3.797468354
GLW4,Jinan,1,1,4,5,12,3,64,15.78947368,3.797468354
GLW82,Jinan,2,2,29,3,16,3,60,21.05263158,3.797468354
GLW16,SJZ,2,1,20,3,10,3,66,13.15789474,3.797468354
GLW84,SJZ,1,2,25,5,12,3,64,15.78947368,3.797468354
GLW91,SJZ,2,2,32,3,6,3,70,7.894736842,3.797468354
GLW100,Shunyi,1,2,39,4,23,7,155,12.92134831,3.783783784
GLW101,Hainan,1,1,1,2,8,4,94,7.843137255,3.773584906
GLW106,Hainan,2,1,3,3,12,2,39,23.52941176,3.773584906
GLW12,Hainan,2,1,9,4,21,4,81,20.58823529,3.773584906
GLW130,Hainan,1,3,3,1,3,2,48,5.882352941,3.773584906
GLW23,Hainan,1,2,19,1,6,2,45,11.76470588,3.773584906
GLW29,Hainan,2,1,13,2,8,4,94,7.843137255,3.773584906
GLW49,Hainan,1,1,23,1,4,2,47,7.843137255,3.773584906
GLW68,Hainan,2,1,10,1,8,2,43,15.68627451,3.773584906
GLW130,Jinan,1,3,24,3,7,2,44,13.7254902,3.773584906
GLW133,Jinan,1,3,26,9,8,4,94,7.843137255,3.773584906
GLW39,Jinan,2,1,37,3,5,2,46,9.803921569,3.773584906
GLW87,Jinan,2,2,33,6,15,4,87,14.70588235,3.773584906
GLW91,Jinan,2,2,36,1,12,2,39,23.52941176,3.773584906
GLW1,Shunyi,2,1,28,4,16,6,137,10.45751634,3.773584906
GLW35,Shunyi,1,1,30,2,14,4,88,13.7254902,3.773584906
GLW47,Shunyi,1,1,39,6,16,4,86,15.68627451,3.773584906
GLW49,Shunyi,2,2,11,1,4,4,98,3.921568627,3.773584906
GLW52,Shunyi,1,2,2,2,4,2,47,7.843137255,3.773584906
GLW71,Shunyi,2,2,29,2,19,4,83,18.62745098,3.773584906
GLW91,Shunyi,2,2,43,4,11,4,91,10.78431373,3.773584906
GLW125,SJZ,2,3,8,3,7,2,44,13.7254902,3.773584906
GLW154,SJZ,1,3,36,1,1,2,50,NA,3.773584906
GLW33,Shunyi,1,1,28,1,16,7,163,8.938547486,3.76344086
GLW28,Hainan,1,1,13,3,14,5,114,10.9375,3.759398496
GLW44,Hainan,2,2,11,5,20,5,108,15.625,3.759398496
GLW33,Jinan,2,1,32,11,16,5,112,12.5,3.759398496
GLW117,Shunyi,2,3,18,4,17,5,111,13.28125,3.759398496
GLW32,Shunyi,1,1,27,7,21,5,107,16.40625,3.759398496
GLW35,Shunyi,1,1,30,5,28,5,100,21.875,3.759398496
GLW132,SJZ,2,3,13,3,20,5,108,15.625,3.759398496
GLW12,Hainan,2,1,9,2,11,3,66,14.28571429,3.75
GLW25,Hainan,2,1,17,1,11,3,66,14.28571429,3.75
GLW30,Jinan,1,1,26,7,29,6,125,18.83116883,3.75
GLW47,Jinan,2,2,7,5,13,3,64,16.88311688,3.75
GLW63,Jinan,1,2,11,3,12,3,65,15.58441558,3.75
GLW128,Shunyi,2,3,28,2,7,3,70,9.090909091,3.75
GLW141,Shunyi,2,3,32,8,19,3,58,24.67532468,3.75
GLW145,Shunyi,1,3,27,1,7,3,70,9.090909091,3.75
GLW27,Shunyi,1,1,22,2,17,6,137,11.03896104,3.75
GLW53,Shunyi,1,2,3,5,12,3,65,15.58441558,3.75
GLW91,SJZ,2,2,32,5,9,3,68,11.68831169,3.75
GLW93,SJZ,1,2,32,5,12,3,65,15.58441558,3.75
GLW118,Hainan,2,3,31,3,18,7,162,10,3.743315508
GLW22,Hainan,2,3,18,7,22,4,81,21.3592233,3.738317757
GLW12,Jinan,2,1,14,9,18,4,85,17.47572816,3.738317757
GLW127,Jinan,2,3,12,5,10,4,93,9.708737864,3.738317757
GLW91,Jinan,2,2,36,8,18,4,85,17.47572816,3.738317757
GLW91,Jinan,2,2,36,9,16,4,87,15.53398058,3.738317757
GLW30,Jinan,2,1,30,12,31,5,98,24.03100775,3.731343284
GLW38,Shunyi,1,1,33,6,33,5,96,25.58139535,3.731343284
GLW73,Shunyi,1,2,19,2,16,5,113,12.40310078,3.731343284
GLW12,SJZ,1,1,10,4,15,5,114,11.62790698,3.731343284
GLW156,SJZ,2,1,3,3,29,5,100,22.48062016,3.731343284
GLW36,SJZ,2,1,37,6,24,5,105,18.60465116,3.731343284
GLW75,Shunyi,1,2,20,3,31,11,253,10.91549296,3.728813559
GLW7,Jinan,1,1,7,9,24,6,131,15.48387097,3.726708075
GLW1,Hainan,2,1,38,4,8,4,96,7.692307692,3.703703704
GLW1,Hainan,2,1,38,5,11,5,119,8.461538462,3.703703704
GLW13,Hainan,2,1,23,1,3,2,49,5.769230769,3.703703704
GLW25,Hainan,1,3,11,1,12,5,118,9.230769231,3.703703704
GLW43,Hainan,1,2,26,1,5,2,47,9.615384615,3.703703704
GLW65,Hainan,2,1,34,7,10,2,42,19.23076923,3.703703704
GLW88,Hainan,1,3,18,5,7,2,45,13.46153846,3.703703704
GLW113,Jinan,2,3,3,3,18,3,60,23.07692308,3.703703704
GLW135,Jinan,1,3,27,4,19,3,59,24.35897436,3.703703704
GLW143,Jinan,1,3,31,2,5,2,47,9.615384615,3.703703704
GLW16,Jinan,2,1,18,2,7,2,45,13.46153846,3.703703704
GLW23,Jinan,1,1,19,3,7,2,45,13.46153846,3.703703704
GLW28,Jinan,2,1,28,3,25,5,105,19.23076923,3.703703704
GLW33,Jinan,1,1,29,5,10,3,68,12.82051282,3.703703704
GLW56,Jinan,2,2,15,2,6,2,46,11.53846154,3.703703704
GLW91,Jinan,1,2,32,3,7,2,45,13.46153846,3.703703704
GLW1,Shunyi,2,1,28,2,8,4,96,7.692307692,3.703703704
GLW14,Shunyi,2,1,18,2,7,3,71,8.974358974,3.703703704
GLW158,Shunyi,1,3,37,2,7,3,71,8.974358974,3.703703704
GLW39,Shunyi,1,1,34,4,10,3,68,12.82051282,3.703703704
GLW46,Shunyi,1,1,38,3,5,2,47,9.615384615,3.703703704
GLW59,Shunyi,1,2,7,9,11,4,93,10.57692308,3.703703704
GLW67,Shunyi,2,2,25,8,10,2,42,19.23076923,3.703703704
GLW77,Shunyi,2,2,33,6,7,2,45,13.46153846,3.703703704
GLW124,SJZ,1,3,15,3,8,2,44,15.38461538,3.703703704
GLW18,SJZ,1,1,16,3,7,2,45,NA,3.703703704
GLW23,SJZ,1,1,20,2,5,2,47,9.615384615,3.703703704
GLW24,SJZ,2,1,26,5,13,4,91,12.5,3.703703704
GLW39,SJZ,1,1,35,1,13,3,65,NA,3.703703704
GLW40,SJZ,1,1,36,5,8,2,44,15.38461538,3.703703704
GLW54,SJZ,2,2,6,1,3,2,49,5.769230769,3.703703704
GLW93,SJZ,1,2,32,4,8,2,44,15.38461538,3.703703704
GLW60,Shunyi,1,2,8,2,21,8,188,10.04784689,3.686635945
GLW159,Shunyi,1,3,38,9,25,5,106,19.08396947,3.676470588
GLW7,Shunyi,2,1,13,4,19,5,112,14.50381679,3.676470588
GLW75,Shunyi,1,2,20,5,27,9,209,11.44067797,3.673469388
GLW41,Hainan,1,1,20,2,15,4,90,14.28571429,3.669724771
GLW125,Jinan,2,3,10,4,23,4,82,21.9047619,3.669724771
GLW127,Jinan,2,3,12,4,13,4,92,12.38095238,3.669724771
GLW1,Shunyi,2,3,34,6,12,4,93,11.42857143,3.669724771
GLW141,Hainan,2,1,11,8,34,7,150,18.47826087,3.664921466
GLW108,Jinan,1,3,9,6,11,3,68,13.92405063,3.658536585
GLW119,Jinan,1,3,16,2,6,3,73,7.594936709,3.658536585
GLW109,Shunyi,1,3,3,2,13,3,66,16.4556962,3.658536585
GLW38,Shunyi,2,1,41,8,11,3,68,13.92405063,3.658536585
GLW72,Shunyi,1,2,18,2,5,3,74,6.329113924,3.658536585
GLW87,SJZ,1,2,27,7,13,3,66,16.4556962,3.658536585
GLW150,Hainan,1,3,10,3,8,2,45,15.09433962,3.636363636
GLW28,Hainan,1,1,13,2,9,4,97,8.490566038,3.636363636
GLW77,Hainan,2,2,18,2,10,2,43,NA,3.636363636
GLW1,Jinan,1,3,8,4,4,2,49,7.547169811,3.636363636
GLW18,Jinan,1,1,15,1,9,2,44,NA,3.636363636
GLW23,Jinan,2,1,23,3,7,2,46,13.20754717,3.636363636
GLW25,Jinan,1,2,17,2,10,2,43,18.86792453,3.636363636
GLW25,Jinan,2,1,6,2,12,2,41,22.64150943,3.636363636
GLW30,Jinan,2,1,30,7,21,4,85,19.81132075,3.636363636
GLW43,Jinan,1,1,39,5,1,2,52,NA,3.636363636
GLW48,Jinan,1,1,44,4,8,2,45,15.09433962,3.636363636
GLW6,Jinan,1,1,6,6,9,4,97,8.490566038,3.636363636
GLW75,Jinan,1,2,22,1,12,4,94,11.32075472,3.636363636
GLW13,Shunyi,2,1,17,4,5,2,48,9.433962264,3.636363636
GLW148,Shunyi,2,3,40,4,16,4,90,15.09433962,3.636363636
GLW21,Shunyi,1,1,16,3,4,2,49,7.547169811,3.636363636
GLW121,SJZ,1,3,12,5,6,2,47,11.32075472,3.636363636
GLW13,SJZ,2,1,17,4,8,2,45,15.09433962,3.636363636
GLW22,SJZ,1,1,19,9,6,2,47,11.32075472,3.636363636
GLW47,SJZ,1,1,43,4,6,2,47,11.32075472,3.636363636
GLW67,SJZ,2,2,16,7,13,2,40,24.52830189,3.636363636
GLW96,SJZ,2,2,34,6,10,2,43,18.86792453,3.636363636
GLW96,SJZ,2,2,34,7,21,4,85,19.81132075,3.636363636
GLW131,Hainan,1,1,6,2,10,5,123,7.518796992,3.623188406
GLW149,Hainan,1,3,8,2,7,3,73,8.75,3.614457831
GLW36,Hainan,2,2,22,1,13,3,67,16.25,3.614457831
GLW64,Hainan,2,2,6,7,16,3,64,20,3.614457831
GLW125,Jinan,2,3,10,3,19,3,61,23.75,3.614457831
GLW24,Jinan,2,1,24,5,14,3,66,17.5,3.614457831
GLW5,Jinan,1,1,5,1,29,3,51,NA,3.614457831
GLW1,Shunyi,2,2,27,3,4,3,76,5,3.614457831
GLW118,Shunyi,2,3,19,5,28,6,132,17.5,3.614457831
GLW10,SJZ,1,1,9,4,15,3,65,18.75,3.614457831
GLW145,SJZ,1,3,29,1,4,3,76,5,3.614457831
GLW21,SJZ,2,1,23,3,9,3,71,11.25,3.614457831
GLW145,Jinan,1,3,33,10,17,4,90,15.88785047,3.603603604
GLW127,Hainan,1,2,9,4,13,5,121,9.701492537,3.597122302
GLW148,Hainan,1,2,13,2,22,5,112,16.41791045,3.597122302
GLW27,Shunyi,1,1,22,7,24,5,110,17.91044776,3.597122302
GLW8,Jinan,1,1,8,6,23,6,138,14.28571429,3.592814371
GLW38,SJZ,1,1,34,4,27,6,134,16.77018634,3.592814371
GLW132,Hainan,2,2,30,3,18,4,90,16.66666667,3.571428571
GLW154,Hainan,2,2,1,3,7,2,47,12.96296296,3.571428571
GLW38,Hainan,1,3,13,2,14,6,148,8.641975309,3.571428571
GLW43,Hainan,2,2,4,4,12,3,69,14.81481481,3.571428571
GLW45,Hainan,1,1,21,4,6,2,48,11.11111111,3.571428571
GLW84,Hainan,1,2,37,1,8,2,46,14.81481481,3.571428571
GLW124,Jinan,2,3,9,4,6,2,48,11.11111111,3.571428571
GLW126,Jinan,2,3,11,6,19,4,89,17.59259259,3.571428571
GLW149,Jinan,1,3,37,5,8,2,46,14.81481481,3.571428571
GLW159,Jinan,2,1,5,1,9,2,45,16.66666667,3.571428571
GLW2,Jinan,1,1,2,4,9,3,72,11.11111111,3.571428571
GLW42,Jinan,2,2,3,3,15,3,66,18.51851852,3.571428571
GLW71,Jinan,1,2,19,1,7,2,47,12.96296296,3.571428571
GLW88,Jinan,1,2,30,5,10,4,98,9.259259259,3.571428571
GLW12,Shunyi,2,1,16,5,17,4,91,15.74074074,3.571428571
GLW146,Shunyi,2,3,38,4,25,4,83,23.14814815,3.571428571
GLW154,Shunyi,1,3,34,5,20,3,61,NA,3.571428571
GLW154,Shunyi,2,1,1,5,15,4,93,13.88888889,3.571428571
GLW16,Shunyi,2,1,20,10,18,4,90,16.66666667,3.571428571
GLW24,Shunyi,1,1,19,2,6,2,48,11.11111111,3.571428571
GLW25,Shunyi,1,1,20,4,9,2,45,16.66666667,3.571428571
GLW52,Shunyi,2,2,13,3,6,2,48,11.11111111,3.571428571
GLW62,Shunyi,1,2,10,5,7,2,47,12.96296296,3.571428571
GLW71,Shunyi,1,2,17,3,8,2,46,14.81481481,3.571428571
GLW79,Shunyi,1,2,23,2,11,5,124,8.148148148,3.571428571
GLW1,SJZ,1,2,1,8,7,2,47,12.96296296,3.571428571
GLW12,SJZ,1,1,10,9,11,3,70,13.58024691,3.571428571
GLW125,SJZ,2,3,8,9,14,2,40,NA,3.571428571
GLW25,SJZ,2,3,1,10,23,3,58,28.39506173,3.571428571
GLW35,Shunyi,1,1,30,4,27,6,136,16.56441718,3.550295858
GLW154,Hainan,2,2,1,1,16,5,120,11.76470588,3.546099291
GLW158,Shunyi,2,1,5,11,16,5,120,11.76470588,3.546099291
GLW33,Shunyi,2,1,36,7,14,5,122,10.29411765,3.546099291
GLW7,Jinan,2,1,11,10,22,4,87,20.18348624,3.539823009
GLW28,SJZ,2,1,29,3,15,4,94,13.76146789,3.539823009
GLW47,Hainan,2,2,31,1,9,3,73,10.97560976,3.529411765
GLW9,Hainan,1,1,35,4,11,3,71,13.41463415,3.529411765
GLW100,Jinan,1,3,1,4,8,3,74,9.756097561,3.529411765
GLW121,Jinan,2,3,8,7,10,3,72,12.19512195,3.529411765
GLW130,Jinan,1,3,24,7,16,3,66,19.51219512,3.529411765
GLW25,Jinan,2,1,6,6,12,3,70,14.63414634,3.529411765
GLW118,Shunyi,2,3,19,6,34,6,130,20.73170732,3.529411765
GLW135,Shunyi,1,3,21,9,15,3,67,18.29268293,3.529411765
GLW32,Shunyi,1,1,27,4,12,3,70,14.63414634,3.529411765
GLW62,Shunyi,2,2,21,5,18,6,146,10.97560976,3.529411765
GLW127,Jinan,2,3,12,8,13,5,124,9.489051095,3.521126761
GLW28,Shunyi,2,1,31,7,38,7,154,19.79166667,3.51758794
GLW62,Shunyi,2,2,21,4,19,7,173,9.895833333,3.51758794
GLW115,Hainan,2,2,34,4,21,4,89,19.09090909,3.50877193
GLW25,Hainan,1,1,11,8,9,2,46,16.36363636,3.50877193
GLW39,Hainan,1,2,24,6,15,2,40,NA,3.50877193
GLW71,Hainan,2,2,8,5,13,2,42,NA,3.50877193
GLW1,Jinan,1,1,1,2,3,2,52,5.454545455,3.50877193
GLW118,Jinan,1,3,15,1,8,2,47,14.54545455,3.50877193
GLW128,Jinan,2,3,13,3,3,2,52,5.454545455,3.50877193
GLW20,Jinan,2,1,20,7,6,4,104,5.454545455,3.50877193
GLW3,Jinan,1,1,3,4,6,2,49,10.90909091,3.50877193
GLW39,Jinan,1,1,35,2,3,2,52,5.454545455,3.50877193
GLW44,Jinan,1,1,40,8,15,4,95,13.63636364,3.50877193
GLW64,Jinan,1,2,12,7,8,2,47,14.54545455,3.50877193
GLW65,Jinan,2,2,20,5,6,2,49,10.90909091,3.50877193
GLW8,Jinan,1,1,8,3,9,4,101,8.181818182,3.50877193
GLW93,Jinan,1,2,34,4,8,2,47,14.54545455,3.50877193
GLW104,Shunyi,1,2,42,9,10,2,45,18.18181818,3.50877193
GLW111,Shunyi,2,3,15,6,9,2,46,16.36363636,3.50877193
GLW145,Shunyi,2,3,37,4,17,4,93,15.45454545,3.50877193
GLW154,Shunyi,2,1,1,3,6,2,49,10.90909091,3.50877193
GLW20,Shunyi,1,1,15,4,14,4,96,12.72727273,3.50877193
GLW25,Shunyi,1,3,33,1,6,2,49,10.90909091,3.50877193
GLW12,SJZ,2,1,16,8,8,2,47,14.54545455,3.50877193
GLW26,SJZ,1,1,23,2,4,2,51,7.272727273,3.50877193
GLW35,SJZ,1,1,31,3,13,2,42,NA,3.50877193
GLW64,Jinan,2,2,19,4,32,5,106,23.1884058,3.496503497
GLW24,Shunyi,2,1,27,2,9,5,129,6.52173913,3.496503497
GLW32,Shunyi,2,1,35,5,18,5,120,13.04347826,3.496503497
GLW7,Shunyi,2,1,13,2,18,5,120,13.04347826,3.496503497
GLW84,Shunyi,2,2,38,7,29,5,109,21.01449275,3.496503497
GLW127,Hainan,1,2,9,3,7,3,76,8.43373494,3.488372093
GLW36,Hainan,1,2,23,6,19,3,64,22.89156627,3.488372093
GLW8,Hainan,1,1,33,3,23,3,60,27.71084337,3.488372093
GLW42,Jinan,1,1,38,4,11,3,72,13.25301205,3.488372093
GLW60,Jinan,2,2,17,4,7,3,76,8.43373494,3.488372093
GLW96,Jinan,1,2,36,8,10,3,73,12.04819277,3.488372093
GLW32,Shunyi,2,1,35,9,14,3,69,16.86746988,3.488372093
GLW37,Shunyi,1,1,32,5,14,3,69,16.86746988,3.488372093
GLW111,SJZ,1,3,5,4,11,3,72,13.25301205,3.488372093
GLW150,SJZ,2,3,23,3,6,3,77,7.228915663,3.488372093
GLW25,SJZ,1,1,22,4,11,3,72,13.25301205,3.488372093
GLW96,SJZ,2,2,34,8,19,3,64,NA,3.488372093
GLW152,Jinan,2,1,1,1,20,4,91,NA,3.47826087
GLW25,SJZ,1,2,16,3,18,4,93,16.21621622,3.47826087
GLW63,Shunyi,1,2,11,3,7,5,132,5.035971223,3.472222222
GLW7,Shunyi,2,1,13,9,31,5,108,22.30215827,3.472222222
GLW119,Shunyi,1,3,9,2,21,6,146,12.5748503,3.468208092
GLW152,Jinan,2,1,1,15,31,9,220,12.35059761,3.461538462
GLW125,Hainan,2,1,6,2,7,2,49,12.5,3.448275862
GLW136,Hainan,1,1,7,1,3,2,53,NA,3.448275862
GLW49,Hainan,2,1,35,4,8,2,48,14.28571429,3.448275862
GLW58,Hainan,2,2,16,6,12,2,44,21.42857143,3.448275862
GLW82,Hainan,2,3,30,2,13,3,71,15.47619048,3.448275862
GLW9,Hainan,2,1,31,2,7,3,77,8.333333333,3.448275862
GLW136,Jinan,1,3,28,4,14,3,70,16.66666667,3.448275862
GLW15,Jinan,2,1,17,3,9,2,47,16.07142857,3.448275862
GLW25,Jinan,2,1,6,4,8,2,48,14.28571429,3.448275862
GLW3,Jinan,1,1,3,5,6,2,50,10.71428571,3.448275862
GLW68,Jinan,1,2,16,7,10,4,102,8.928571429,3.448275862
GLW7,Jinan,2,1,11,2,9,2,47,16.07142857,3.448275862
GLW1,Shunyi,2,1,28,1,4,3,80,4.761904762,3.448275862
GLW145,Shunyi,1,3,27,6,17,5,123,12.14285714,3.448275862
GLW17,Shunyi,1,1,13,1,9,4,103,8.035714286,3.448275862
GLW34,Shunyi,1,1,29,7,15,3,69,17.85714286,3.448275862
GLW52,Shunyi,1,2,2,6,7,2,49,12.5,3.448275862
GLW52,Shunyi,2,2,13,5,13,3,71,15.47619048,3.448275862
GLW59,Shunyi,1,2,7,7,5,2,51,8.928571429,3.448275862
GLW60,Shunyi,1,2,8,3,12,4,100,10.71428571,3.448275862
GLW62,Shunyi,2,2,21,6,10,3,74,11.9047619,3.448275862
GLW96,Shunyi,2,3,1,2,9,3,75,10.71428571,3.448275862
GLW111,SJZ,1,3,5,2,10,3,74,11.9047619,3.448275862
GLW141,SJZ,1,3,26,1,5,2,51,8.928571429,3.448275862
GLW154,SJZ,2,1,2,2,3,2,53,5.357142857,3.448275862
GLW36,SJZ,1,1,32,5,13,3,71,15.47619048,3.448275862
GLW39,SJZ,1,1,35,2,10,2,46,NA,3.448275862
GLW41,SJZ,1,1,37,3,9,2,47,16.07142857,3.448275862
GLW41,SJZ,2,1,39,1,11,3,73,13.0952381,3.448275862
GLW55,SJZ,1,2,4,9,15,2,41,NA,3.448275862
GLW64,SJZ,2,2,14,1,4,3,80,NA,3.448275862
GLW7,SJZ,2,1,13,2,13,5,127,9.285714286,3.448275862
GLW76,Hainan,1,1,32,3,14,5,127,9.929078014,3.424657534
GLW159,Shunyi,1,3,38,2,17,5,124,12.05673759,3.424657534
GLW36,SJZ,2,1,37,3,20,5,121,14.18439716,3.424657534
GLW108,Hainan,2,1,14,2,17,4,96,15.04424779,3.418803419
GLW111,Jinan,2,3,2,11,10,4,103,8.849557522,3.418803419
GLW143,Shunyi,1,3,25,2,8,4,105,7.079646018,3.418803419
GLW46,Hainan,2,3,5,1,5,3,80,5.882352941,3.409090909
GLW72,Hainan,2,1,8,4,18,3,67,NA,3.409090909
GLW45,Jinan,2,2,5,9,15,3,70,17.64705882,3.409090909
GLW47,Jinan,2,2,7,8,17,3,68,20,3.409090909
GLW7,Jinan,2,1,11,7,18,3,67,21.17647059,3.409090909
GLW12,Shunyi,1,1,9,1,14,6,156,8.235294118,3.409090909
GLW123,Shunyi,2,3,24,4,10,3,75,11.76470588,3.409090909
GLW132,Shunyi,2,3,30,3,24,6,146,14.11764706,3.409090909
GLW40,Shunyi,2,2,2,2,5,3,80,5.882352941,3.409090909
GLW46,Shunyi,2,2,8,1,11,6,159,6.470588235,3.409090909
GLW87,Shunyi,1,2,29,1,7,3,78,8.235294118,3.409090909
GLW119,SJZ,1,3,10,7,11,3,74,12.94117647,3.409090909
GLW121,SJZ,2,3,6,4,13,3,72,15.29411765,3.409090909
GLW133,SJZ,1,3,21,2,14,3,71,16.47058824,3.409090909
GLW146,SJZ,1,3,30,5,19,3,66,22.35294118,3.409090909
GLW20,SJZ,1,1,17,1,7,3,78,8.235294118,3.409090909
GLW1,Jinan,2,3,21,8,15,5,127,10.56338028,3.401360544
GLW152,SJZ,2,1,1,1,18,5,124,12.67605634,3.401360544
GLW132,Hainan,2,2,30,5,31,6,140,18.12865497,3.389830508
GLW63,Hainan,1,1,26,5,11,2,46,19.29824561,3.389830508
GLW75,Hainan,2,3,16,5,18,4,96,15.78947368,3.389830508
GLW83,Hainan,1,2,36,2,9,2,48,15.78947368,3.389830508
GLW100,Jinan,1,3,1,8,16,4,98,14.03508772,3.389830508
GLW126,Jinan,2,3,11,1,3,2,54,5.263157895,3.389830508
GLW130,Jinan,1,3,24,4,8,2,49,14.03508772,3.389830508
GLW145,Jinan,1,3,33,3,10,2,47,17.54385965,3.389830508
GLW25,Jinan,1,2,17,3,8,2,49,14.03508772,3.389830508
GLW25,Jinan,1,3,39,9,18,4,96,15.78947368,3.389830508
GLW27,Jinan,1,1,23,5,17,4,97,14.9122807,3.389830508
GLW48,Jinan,1,1,44,6,9,2,48,15.78947368,3.389830508
GLW82,Jinan,1,2,25,5,9,2,48,15.78947368,3.389830508
GLW141,Shunyi,1,3,23,7,10,2,47,17.54385965,3.389830508
GLW15,Shunyi,2,1,19,1,7,4,107,6.140350877,3.389830508
GLW159,Shunyi,2,1,6,5,21,6,150,12.28070175,3.389830508
GLW2,Shunyi,2,1,7,2,8,2,49,14.03508772,3.389830508
GLW23,Shunyi,1,1,18,3,5,2,52,8.771929825,3.389830508
GLW53,Shunyi,1,2,3,1,3,2,54,NA,3.389830508
GLW63,Shunyi,2,2,22,3,5,2,52,8.771929825,3.389830508
GLW117,SJZ,1,3,8,8,10,2,47,17.54385965,3.389830508
GLW132,SJZ,1,3,20,4,14,2,43,24.56140351,3.389830508
GLW26,SJZ,2,1,19,1,4,2,53,7.01754386,3.389830508
GLW46,SJZ,1,1,42,3,11,2,46,NA,3.389830508
GLW73,SJZ,1,2,18,3,19,2,38,NA,3.389830508
GLW44,Hainan,1,2,27,3,9,3,77,10.46511628,3.370786517
GLW149,Jinan,2,3,25,2,7,3,79,8.139534884,3.370786517
GLW55,Shunyi,1,2,5,1,13,3,73,15.11627907,3.370786517
GLW152,SJZ,2,1,1,8,18,3,68,20.93023256,3.370786517
GLW38,SJZ,1,1,34,6,15,3,71,17.44186047,3.370786517
GLW71,SJZ,2,2,19,5,17,3,69,19.76744186,3.370786517
GLW119,Hainan,2,3,33,5,28,7,173,13.93034826,3.365384615
GLW152,Jinan,1,3,40,7,31,7,170,15.42288557,3.365384615
GLW1,Jinan,2,3,21,7,11,4,104,9.565217391,3.361344538
GLW15,Shunyi,2,1,19,4,9,4,106,7.826086957,3.361344538
GLW76,Hainan,1,1,32,5,27,5,117,18.75,3.355704698
GLW84,Shunyi,1,2,26,3,36,5,108,25,3.355704698
GLW84,Shunyi,2,2,38,6,35,6,138,20.23121387,3.351955307
GLW36,SJZ,2,1,37,1,19,6,154,10.98265896,3.351955307
GLW20,Jinan,1,1,16,5,31,7,171,15.34653465,3.349282297
GLW127,Hainan,1,2,9,5,9,3,78,10.34482759,3.333333333
GLW13,Hainan,2,1,23,3,6,2,52,10.34482759,3.333333333
GLW150,Hainan,1,3,10,5,12,2,46,NA,3.333333333
GLW70,Hainan,2,1,22,1,8,2,50,13.79310345,3.333333333
GLW87,Hainan,2,2,27,4,11,5,134,7.586206897,3.333333333
GLW9,Hainan,1,1,35,2,5,2,53,8.620689655,3.333333333
GLW98,Hainan,2,3,8,6,17,3,70,19.54022989,3.333333333
GLW125,Jinan,2,3,10,8,21,4,95,18.10344828,3.333333333
GLW125,Jinan,2,3,10,9,14,4,102,12.06896552,3.333333333
GLW152,Jinan,1,3,40,2,26,5,119,17.93103448,3.333333333
GLW68,Jinan,1,2,16,2,8,2,50,13.79310345,3.333333333
GLW106,Shunyi,2,3,11,6,5,2,53,8.620689655,3.333333333
GLW117,Shunyi,1,3,7,3,13,4,103,11.20689655,3.333333333
GLW135,Shunyi,1,3,21,1,3,2,55,5.172413793,3.333333333
GLW146,Shunyi,1,3,28,7,20,4,96,17.24137931,3.333333333
GLW60,Shunyi,1,2,8,4,7,2,51,12.06896552,3.333333333
GLW77,Shunyi,1,2,21,3,14,3,73,16.09195402,3.333333333
GLW79,Shunyi,2,2,35,7,6,2,52,10.34482759,3.333333333
GLW93,Shunyi,2,2,45,8,23,4,93,19.82758621,3.333333333
GLW16,SJZ,2,1,20,5,11,2,47,18.96551724,3.333333333
GLW8,SJZ,2,1,14,3,13,3,74,14.94252874,3.333333333
GLW96,SJZ,2,2,34,1,5,5,140,NA,3.333333333
GLW156,Shunyi,1,3,36,1,30,7,174,14.70588235,3.317535545
GLW61,Jinan,1,2,10,1,27,6,148,15.42857143,3.314917127
GLW8,Shunyi,1,1,7,5,27,6,148,15.42857143,3.314917127
GLW127,SJZ,2,3,10,2,20,4,97,NA,3.305785124
GLW71,Hainan,1,2,32,1,9,3,79,10.22727273,3.296703297
GLW23,Jinan,1,1,19,9,12,3,76,13.63636364,3.296703297
GLW34,Jinan,2,1,33,1,23,3,65,26.13636364,3.296703297
GLW41,Jinan,2,2,2,2,9,3,79,10.22727273,3.296703297
GLW10,Shunyi,2,1,15,2,5,3,83,5.681818182,3.296703297
GLW79,Shunyi,2,2,35,1,4,3,84,4.545454545,3.296703297
GLW92,Shunyi,1,2,33,9,13,3,75,14.77272727,3.296703297
GLW150,SJZ,1,3,34,4,7,3,81,7.954545455,3.296703297
GLW30,SJZ,2,1,31,3,9,3,79,10.22727273,3.296703297
GLW25,Hainan,1,3,11,3,25,5,122,17.00680272,3.289473684
GLW39,Hainan,1,2,24,2,24,5,123,16.32653061,3.289473684
GLW28,Shunyi,2,1,31,6,28,5,119,19.04761905,3.289473684
GLW133,Hainan,2,1,24,2,7,2,52,11.86440678,3.278688525
GLW154,Hainan,2,2,1,2,15,4,103,12.71186441,3.278688525
GLW152,Jinan,1,3,40,3,21,6,156,11.86440678,3.278688525
GLW44,Jinan,2,2,4,2,6,2,53,10.16949153,3.278688525
GLW49,Jinan,2,2,9,4,4,2,55,6.779661017,3.278688525
GLW79,Jinan,2,2,28,3,3,2,56,5.084745763,3.278688525
