geno,location,replication,block,plot,individual,haploid,emb,crossed_seed,HIR,EmbR
GLW1,Jinan,2,2,22,3,7,1,52,11.86440678,1.666666667
GLW79,Jinan,1,2,24,5,4,1,55,6.779661017,1.666666667
GLW1,Shunyi,2,2,27,2,4,2,114,3.389830508,1.666666667
GLW37,Shunyi,1,1,32,7,14,1,45,23.72881356,1.666666667
GLW45,Shunyi,1,1,37,11,15,2,103,12.71186441,1.666666667
GLW23,SJZ,1,1,20,5,7,1,52,11.86440678,1.666666667
GLW98,SJZ,1,2,37,2,7,1,52,11.86440678,1.666666667
GLW100,Jinan,2,2,40,4,21,2,99,17.5,1.639344262
GLW113,Jinan,1,3,12,1,15,1,45,NA,1.639344262
GLW141,Jinan,1,3,30,2,12,1,48,20,1.639344262
GLW27,Jinan,1,1,23,3,9,1,51,15,1.639344262
GLW43,Jinan,1,1,39,4,8,1,52,13.33333333,1.639344262
GLW46,Jinan,1,1,42,1,7,1,53,11.66666667,1.639344262
GLW87,Jinan,1,2,29,8,17,2,103,14.16666667,1.639344262
GLW113,Shunyi,1,3,4,1,2,1,58,3.333333333,1.639344262
GLW33,Shunyi,2,1,36,2,10,2,110,8.333333333,1.639344262
GLW45,Shunyi,1,1,37,7,5,1,55,8.333333333,1.639344262
GLW56,Shunyi,1,2,6,5,11,1,49,18.33333333,1.639344262
GLW7,Shunyi,1,1,6,5,8,1,52,13.33333333,1.639344262
GLW84,Shunyi,2,2,38,2,27,3,153,15,1.639344262
GLW119,SJZ,1,3,10,2,9,2,111,7.5,1.639344262
GLW32,SJZ,1,1,28,5,9,1,51,15,1.639344262
GLW73,SJZ,1,2,18,1,12,1,48,20,1.639344262
GLW95,SJZ,1,2,34,1,2,1,58,3.333333333,1.639344262
GLW12,Shunyi,1,1,9,3,28,3,153,15.46961326,1.630434783
GLW25,Shunyi,1,1,20,2,16,2,105,13.2231405,1.62601626
GLW101,Hainan,2,1,21,1,4,1,57,6.557377049,1.612903226
GLW117,Hainan,2,2,21,2,15,1,46,NA,1.612903226
GLW156,Hainan,2,1,7,4,12,1,49,19.67213115,1.612903226
GLW5,Hainan,1,2,29,5,12,1,49,19.67213115,1.612903226
GLW73,Shunyi,1,2,19,3,20,2,102,16.39344262,1.612903226
GLW20,SJZ,2,1,22,2,3,1,58,4.918032787,1.612903226
GLW25,SJZ,1,1,22,7,12,1,49,19.67213115,1.612903226
GLW45,SJZ,1,1,41,1,2,1,59,NA,1.612903226
GLW25,Hainan,2,3,7,4,23,2,100,18.69918699,1.6
GLW100,Jinan,2,2,40,8,14,2,109,11.38211382,1.6
GLW62,Shunyi,2,2,21,2,11,2,112,8.943089431,1.6
GLW75,SJZ,2,2,22,9,13,2,110,10.56910569,1.6
GLW159,Hainan,2,2,32,4,9,1,53,14.51612903,1.587301587
GLW10,Jinan,1,1,9,10,26,2,98,20.96774194,1.587301587
GLW25,Jinan,1,2,17,9,16,2,108,12.90322581,1.587301587
GLW26,Jinan,2,1,26,7,4,1,58,6.451612903,1.587301587
GLW1,Shunyi,2,3,34,10,22,2,102,17.74193548,1.587301587
GLW101,Shunyi,1,2,40,4,9,2,115,7.258064516,1.587301587
GLW70,Shunyi,1,2,16,1,12,2,112,9.677419355,1.587301587
GLW1,SJZ,2,2,17,4,17,2,107,13.70967742,1.587301587
GLW104,SJZ,2,2,38,2,4,1,58,6.451612903,1.587301587
GLW120,SJZ,1,3,11,5,8,1,54,12.90322581,1.587301587
GLW120,SJZ,2,3,5,2,8,1,54,12.90322581,1.587301587
GLW21,SJZ,1,1,18,10,13,1,49,20.96774194,1.587301587
GLW64,SJZ,2,2,14,5,11,1,51,17.74193548,1.587301587
GLW77,SJZ,2,2,24,1,4,1,58,6.451612903,1.587301587
GLW1,Shunyi,2,3,34,2,9,2,116,7.2,1.57480315
GLW40,SJZ,2,1,38,1,12,2,113,9.6,1.57480315
GLW109,Hainan,2,2,9,1,6,1,57,9.523809524,1.5625
GLW106,Jinan,2,2,43,2,10,1,53,15.87301587,1.5625
GLW113,Jinan,2,3,3,1,10,1,53,15.87301587,1.5625
GLW120,Jinan,1,3,17,5,6,1,57,9.523809524,1.5625
GLW43,Jinan,1,1,39,3,12,1,51,19.04761905,1.5625
GLW45,Jinan,1,1,41,5,8,1,55,12.6984127,1.5625
GLW68,Jinan,1,2,16,5,4,1,59,6.349206349,1.5625
GLW92,Jinan,1,2,33,4,6,1,57,9.523809524,1.5625
GLW120,Shunyi,2,3,21,1,8,1,55,12.6984127,1.5625
GLW132,Shunyi,1,3,19,1,13,2,113,10.31746032,1.5625
GLW62,Shunyi,1,2,10,1,6,1,57,9.523809524,1.5625
GLW79,Shunyi,2,2,35,4,5,1,58,7.936507937,1.5625
GLW1,SJZ,1,1,1,2,8,2,118,6.349206349,1.5625
GLW32,SJZ,1,1,28,4,9,1,54,14.28571429,1.5625
GLW45,SJZ,1,1,41,4,7,1,56,11.11111111,1.5625
GLW59,SJZ,1,2,7,2,3,1,60,4.761904762,1.5625
GLW7,SJZ,1,1,7,6,10,1,53,15.87301587,1.5625
GLW71,SJZ,2,2,19,3,8,1,55,12.6984127,1.5625
GLW92,SJZ,1,2,31,2,7,1,56,11.11111111,1.5625
GLW36,Jinan,1,1,32,5,24,4,229,9.486166008,1.556420233
GLW120,Hainan,1,1,4,6,14,2,113,11.02362205,1.550387597
GLW132,Hainan,2,2,30,4,22,2,105,17.32283465,1.550387597
GLW113,Shunyi,2,3,16,9,12,2,115,9.448818898,1.550387597
GLW121,SJZ,2,3,6,5,22,2,105,17.32283465,1.550387597
GLW139,Hainan,2,1,16,6,10,1,54,15.625,1.538461538
GLW48,Hainan,1,1,22,6,19,1,45,NA,1.538461538
GLW58,Hainan,2,2,16,2,6,1,58,9.375,1.538461538
GLW111,Jinan,2,3,2,2,14,1,50,21.875,1.538461538
GLW47,Jinan,2,2,7,10,33,2,95,25.78125,1.538461538
GLW77,Jinan,1,2,21,3,9,1,55,14.0625,1.538461538
GLW147,Shunyi,1,3,29,2,5,1,59,7.8125,1.538461538
GLW30,Shunyi,1,1,25,5,25,2,103,19.53125,1.538461538
GLW42,Shunyi,1,1,36,5,7,1,57,10.9375,1.538461538
GLW77,Shunyi,2,2,33,8,9,1,55,14.0625,1.538461538
GLW8,Shunyi,1,1,7,6,13,1,51,20.3125,1.538461538
GLW88,Shunyi,2,2,41,4,12,1,52,18.75,1.538461538
GLW125,SJZ,2,3,8,4,12,1,52,18.75,1.538461538
GLW32,SJZ,2,1,33,4,13,1,51,20.3125,1.538461538
GLW68,SJZ,1,2,15,2,7,1,57,10.9375,1.538461538
GLW75,Jinan,1,2,22,6,20,3,173,10.3626943,1.530612245
GLW132,Hainan,1,2,11,2,11,2,118,8.527131783,1.526717557
GLW152,Jinan,2,1,1,4,19,2,110,14.72868217,1.526717557
GLW108,Shunyi,2,3,13,1,17,2,112,13.17829457,1.526717557
GLW109,Shunyi,1,3,3,1,12,2,117,9.302325581,1.526717557
GLW147,Shunyi,2,3,39,2,18,2,111,13.95348837,1.526717557
GLW156,Shunyi,1,3,36,2,22,2,107,17.05426357,1.526717557
GLW135,Hainan,1,2,12,1,10,1,55,15.38461538,1.515151515
GLW46,Hainan,2,3,5,7,11,1,54,16.92307692,1.515151515
GLW77,Hainan,1,2,34,3,11,1,54,NA,1.515151515
GLW124,Jinan,1,3,19,1,16,1,49,24.61538462,1.515151515
GLW144,Jinan,1,3,32,6,10,1,55,15.38461538,1.515151515
GLW144,Jinan,1,3,32,7,10,1,55,15.38461538,1.515151515
GLW159,Jinan,2,1,5,7,25,3,170,12.82051282,1.515151515
GLW41,Jinan,2,2,2,1,8,1,57,12.30769231,1.515151515
GLW55,Jinan,2,2,14,3,3,1,62,4.615384615,1.515151515
GLW111,Shunyi,2,3,15,5,9,1,56,13.84615385,1.515151515
GLW6,Shunyi,1,1,5,5,5,1,60,7.692307692,1.515151515
GLW7,Shunyi,2,1,13,6,24,2,106,18.46153846,1.515151515
GLW10,SJZ,2,1,15,9,21,1,44,NA,1.515151515
GLW25,SJZ,2,1,8,8,15,1,50,23.07692308,1.515151515
GLW30,SJZ,1,1,27,11,12,1,53,18.46153846,1.515151515
GLW49,SJZ,1,1,45,2,13,2,117,10,1.515151515
GLW56,SJZ,1,2,5,1,4,1,61,6.153846154,1.515151515
GLW62,SJZ,1,2,10,3,12,1,53,NA,1.515151515
GLW119,Shunyi,1,3,9,9,31,3,165,15.81632653,1.507537688
GLW132,Hainan,1,2,11,1,9,2,122,6.870229008,1.503759398
GLW63,Shunyi,2,2,22,5,12,2,119,9.160305344,1.503759398
GLW46,SJZ,1,1,42,4,26,2,105,NA,1.503759398
GLW9,Hainan,1,1,35,7,24,2,108,18.18181818,1.492537313
GLW141,Jinan,1,3,30,5,5,1,61,7.575757576,1.492537313
GLW3,Jinan,2,1,7,6,8,1,58,12.12121212,1.492537313
GLW73,Jinan,1,2,20,2,10,1,56,15.15151515,1.492537313
GLW82,Jinan,1,2,25,6,12,1,54,18.18181818,1.492537313
GLW104,Shunyi,2,3,9,5,6,1,60,9.090909091,1.492537313
GLW117,Shunyi,2,3,18,3,17,2,115,12.87878788,1.492537313
GLW148,Shunyi,1,3,30,4,23,3,175,11.61616162,1.492537313
GLW33,Shunyi,1,1,28,2,13,2,119,9.848484848,1.492537313
GLW45,Shunyi,1,1,37,5,5,1,61,7.575757576,1.492537313
GLW68,Shunyi,2,2,26,4,16,2,116,12.12121212,1.492537313
GLW92,Shunyi,1,2,33,6,8,1,58,12.12121212,1.492537313
GLW92,Shunyi,2,2,44,6,10,1,56,15.15151515,1.492537313
GLW111,SJZ,2,3,2,2,15,1,51,22.72727273,1.492537313
GLW118,SJZ,1,3,9,1,7,1,59,10.60606061,1.492537313
GLW47,SJZ,1,1,43,5,8,1,58,12.12121212,1.492537313
GLW75,SJZ,2,2,22,2,10,2,122,7.575757576,1.492537313
GLW46,Hainan,2,3,5,5,10,2,123,7.518796992,1.481481481
GLW29,Shunyi,2,1,32,3,10,2,123,7.518796992,1.481481481
GLW101,Hainan,2,1,21,7,11,1,56,16.41791045,1.470588235
GLW21,Hainan,2,2,15,1,3,1,64,4.47761194,1.470588235
GLW29,Hainan,2,1,13,3,7,1,60,10.44776119,1.470588235
GLW96,Hainan,2,3,19,1,6,1,61,8.955223881,1.470588235
GLW119,Jinan,2,3,6,2,11,1,56,16.41791045,1.470588235
GLW125,Jinan,1,3,20,11,24,2,110,17.91044776,1.470588235
GLW29,Jinan,1,1,25,2,11,1,56,16.41791045,1.470588235
GLW29,Jinan,2,1,29,1,11,1,56,16.41791045,1.470588235
GLW34,Jinan,1,1,30,1,12,1,55,17.91044776,1.470588235
GLW71,Jinan,1,2,19,2,10,1,57,14.92537313,1.470588235
GLW12,Shunyi,2,1,16,2,19,2,115,14.17910448,1.470588235
GLW122,Shunyi,1,3,12,3,9,1,58,13.43283582,1.470588235
GLW39,Shunyi,2,2,1,6,15,1,52,22.3880597,1.470588235
GLW121,SJZ,1,3,12,3,6,1,61,8.955223881,1.470588235
GLW29,Jinan,2,1,29,3,16,2,119,11.85185185,1.459854015
GLW63,Shunyi,1,2,11,5,10,2,125,7.407407407,1.459854015
GLW1,Hainan,2,1,38,2,3,1,65,NA,1.449275362
GLW21,Jinan,2,1,21,6,14,1,54,20.58823529,1.449275362
GLW4,Jinan,1,1,4,4,11,1,57,16.17647059,1.449275362
GLW26,Shunyi,2,1,29,10,10,1,58,14.70588235,1.449275362
GLW92,Shunyi,2,2,44,4,8,1,60,11.76470588,1.449275362
GLW117,SJZ,1,3,8,1,3,1,65,4.411764706,1.449275362
GLW33,Shunyi,2,1,36,4,12,2,125,8.759124088,1.438848921
GLW25,Hainan,1,3,11,5,26,2,112,18.84057971,1.428571429
GLW45,Hainan,2,1,5,3,9,1,60,13.04347826,1.428571429
GLW46,Hainan,1,3,14,1,5,1,64,7.246376812,1.428571429
GLW104,Jinan,2,2,42,5,4,1,65,5.797101449,1.428571429
GLW143,Jinan,1,3,31,6,10,1,59,14.49275362,1.428571429
GLW154,Jinan,2,1,2,7,6,1,63,8.695652174,1.428571429
GLW17,Jinan,1,1,14,4,5,1,64,7.246376812,1.428571429
GLW29,Jinan,1,1,25,9,13,2,125,9.420289855,1.428571429
GLW45,Jinan,2,2,5,7,8,1,61,11.5942029,1.428571429
GLW71,Jinan,1,2,19,3,11,1,58,15.94202899,1.428571429
GLW106,Shunyi,2,3,11,7,6,1,63,8.695652174,1.428571429
GLW123,Shunyi,2,3,24,2,5,1,64,7.246376812,1.428571429
GLW150,Shunyi,1,3,32,5,8,1,61,11.5942029,1.428571429
GLW47,Shunyi,2,2,9,9,13,1,56,18.84057971,1.428571429
GLW68,Shunyi,2,2,26,1,4,1,65,5.797101449,1.428571429
GLW93,Shunyi,2,2,45,4,19,2,119,13.76811594,1.428571429
GLW104,SJZ,2,2,38,3,6,1,63,8.695652174,1.428571429
GLW5,SJZ,1,1,5,2,30,1,39,NA,1.428571429
GLW27,Shunyi,1,1,22,4,26,3,182,12.5,1.421800948
GLW7,SJZ,2,1,13,1,9,2,130,6.474820144,1.418439716
GLW120,Hainan,2,1,33,2,7,1,63,10,1.408450704
GLW29,Hainan,2,1,13,1,3,1,67,4.285714286,1.408450704
GLW61,Hainan,1,3,16,4,17,1,53,NA,1.408450704
GLW117,Jinan,1,3,14,5,13,1,57,18.57142857,1.408450704
GLW37,Jinan,2,1,36,5,9,1,61,12.85714286,1.408450704
GLW113,Shunyi,1,3,4,3,11,2,129,7.857142857,1.408450704
GLW118,Shunyi,2,3,19,1,8,1,62,11.42857143,1.408450704
GLW78,Shunyi,1,2,22,1,2,1,68,NA,1.408450704
GLW106,SJZ,1,3,1,3,10,1,60,14.28571429,1.408450704
GLW149,SJZ,2,3,22,4,7,1,63,10,1.408450704
GLW73,Hainan,1,2,33,3,12,1,59,16.90140845,1.388888889
GLW27,Jinan,1,1,23,7,37,3,176,17.37089202,1.388888889
GLW44,Jinan,1,1,40,2,10,1,61,14.08450704,1.388888889
GLW100,Shunyi,1,2,39,1,24,6,402,5.633802817,1.388888889
GLW113,Shunyi,2,3,16,2,10,2,132,7.042253521,1.388888889
GLW131,Shunyi,2,3,29,5,11,1,60,15.49295775,1.388888889
GLW16,Shunyi,1,1,12,1,13,2,129,9.154929577,1.388888889
GLW100,SJZ,1,2,39,1,7,1,64,9.85915493,1.388888889
GLW16,SJZ,2,1,20,8,16,1,55,22.53521127,1.388888889
GLW79,SJZ,1,2,23,2,9,1,62,12.67605634,1.388888889
GLW145,Jinan,1,3,33,13,14,2,129,9.79020979,1.379310345
GLW120,Hainan,1,1,4,2,4,1,68,5.555555556,1.369863014
GLW25,Hainan,1,1,11,2,9,1,63,12.5,1.369863014
GLW52,Jinan,1,2,2,4,17,1,55,NA,1.369863014
GLW71,Jinan,2,2,24,2,9,1,63,12.5,1.369863014
GLW47,Shunyi,1,1,39,8,13,1,59,18.05555556,1.369863014
GLW1,SJZ,2,1,27,4,7,1,65,9.722222222,1.369863014
GLW145,SJZ,1,3,29,6,7,1,65,9.722222222,1.369863014
GLW154,SJZ,2,1,2,3,4,1,68,5.555555556,1.369863014
GLW150,Jinan,2,3,26,3,16,1,57,NA,1.351351351
GLW158,Jinan,2,1,4,5,6,1,67,8.219178082,1.351351351
GLW18,Jinan,2,1,19,3,11,1,62,NA,1.351351351
GLW6,Shunyi,2,1,12,4,8,1,65,10.95890411,1.351351351
GLW25,SJZ,1,1,22,6,23,2,123,15.75342466,1.351351351
GLW3,SJZ,1,1,3,8,10,1,63,13.69863014,1.351351351
GLW119,Jinan,1,3,16,8,26,2,121,17.68707483,1.342281879
GLW75,Jinan,2,2,26,5,26,3,195,11.76470588,1.339285714
GLW1,Jinan,2,1,25,2,9,1,65,12.16216216,1.333333333
GLW29,Jinan,1,1,25,10,12,2,136,8.108108108,1.333333333
GLW88,Jinan,2,2,34,3,11,1,63,14.86486486,1.333333333
GLW142,Shunyi,1,3,24,2,14,1,60,18.91891892,1.333333333
GLW149,Shunyi,1,3,31,5,8,2,140,5.405405405,1.333333333
GLW154,Shunyi,1,3,34,4,15,1,59,20.27027027,1.333333333
GLW158,Shunyi,1,3,37,4,15,2,133,10.13513514,1.333333333
GLW28,Shunyi,2,1,31,2,22,2,126,14.86486486,1.333333333
GLW8,Shunyi,2,1,14,1,6,1,68,8.108108108,1.333333333
GLW145,Hainan,1,3,7,3,8,1,67,10.66666667,1.315789474
GLW70,Hainan,1,1,30,1,9,1,66,12,1.315789474
GLW111,Jinan,2,3,2,4,16,1,59,21.33333333,1.315789474
GLW46,Jinan,1,1,42,2,16,1,59,NA,1.315789474
GLW3,Shunyi,1,1,2,1,3,1,72,4,1.315789474
GLW32,Shunyi,1,1,27,6,12,1,63,16,1.315789474
GLW73,Shunyi,1,2,19,1,16,2,134,10.66666667,1.315789474
GLW25,SJZ,1,1,22,1,7,1,68,9.333333333,1.315789474
GLW25,SJZ,1,1,22,8,16,1,59,21.33333333,1.315789474
GLW39,SJZ,1,1,35,4,15,1,60,NA,1.315789474
GLW44,SJZ,1,1,40,2,10,1,65,13.33333333,1.315789474
GLW53,SJZ,1,2,3,8,10,1,65,13.33333333,1.315789474
GLW91,SJZ,2,2,32,1,5,1,70,6.666666667,1.315789474
GLW20,Hainan,2,3,25,3,9,1,67,11.84210526,1.298701299
GLW140,Jinan,1,3,29,1,10,1,66,13.15789474,1.298701299
GLW17,Jinan,1,1,14,5,10,1,66,13.15789474,1.298701299
GLW44,Jinan,1,1,40,3,12,1,64,15.78947368,1.298701299
GLW82,Jinan,2,2,29,4,12,1,64,15.78947368,1.298701299
GLW156,Shunyi,2,1,3,5,22,2,130,14.47368421,1.298701299
GLW59,Shunyi,1,2,7,4,6,1,70,7.894736842,1.298701299
GLW88,Shunyi,2,2,41,3,14,1,62,18.42105263,1.298701299
GLW12,SJZ,1,1,10,2,8,1,68,10.52631579,1.298701299
GLW65,SJZ,1,2,13,7,11,1,65,14.47368421,1.298701299
GLW7,SJZ,1,1,7,1,7,1,69,9.210526316,1.298701299
GLW136,Hainan,1,1,7,2,9,1,68,11.68831169,1.282051282
GLW32,Jinan,1,1,28,5,4,1,73,5.194805195,1.282051282
GLW7,Jinan,1,1,7,3,12,1,65,15.58441558,1.282051282
GLW73,Jinan,1,2,20,3,4,1,73,5.194805195,1.282051282
GLW26,Shunyi,1,1,21,8,12,1,65,15.58441558,1.282051282
GLW27,Shunyi,2,1,30,2,13,1,64,16.88311688,1.282051282
GLW27,Hainan,1,1,12,4,22,1,56,NA,1.265822785
GLW96,Hainan,2,3,19,2,8,1,70,10.25641026,1.265822785
GLW149,Jinan,2,3,25,1,11,1,67,14.1025641,1.265822785
GLW25,Jinan,2,3,1,3,13,1,65,16.66666667,1.265822785
GLW104,Shunyi,2,3,9,2,4,1,74,5.128205128,1.265822785
GLW30,SJZ,1,1,27,2,6,1,72,7.692307692,1.265822785
GLW5,SJZ,2,1,11,2,17,1,61,NA,1.265822785
GLW91,SJZ,2,2,32,7,15,1,63,19.23076923,1.265822785
GLW42,Shunyi,1,1,36,7,23,2,134,14.64968153,1.257861635
GLW25,Jinan,1,3,39,3,10,1,69,12.65822785,1.25
GLW155,Shunyi,2,1,2,2,5,1,74,6.329113924,1.25
GLW10,SJZ,2,1,15,7,18,1,61,22.78481013,1.25
GLW24,SJZ,2,1,26,3,7,1,72,8.860759494,1.25
GLW35,SJZ,1,1,31,2,11,1,68,13.92405063,1.25
GLW36,SJZ,2,1,37,4,23,2,135,14.55696203,1.25
GLW101,Shunyi,2,3,6,12,20,2,139,12.57861635,1.242236025
GLW25,Jinan,1,2,17,5,12,1,68,15,1.234567901
GLW32,Jinan,1,1,28,6,5,1,75,6.25,1.234567901
GLW66,Jinan,1,2,14,1,11,1,69,NA,1.234567901
GLW117,Shunyi,1,3,7,5,10,1,70,12.5,1.234567901
GLW123,Shunyi,2,3,24,3,6,1,74,7.5,1.234567901
GLW111,SJZ,1,3,5,1,8,1,72,10,1.234567901
GLW125,SJZ,2,3,8,1,8,1,72,10,1.234567901
GLW64,SJZ,2,2,14,3,13,1,67,16.25,1.234567901
GLW145,Hainan,1,3,7,4,10,1,71,12.34567901,1.219512195
GLW41,Hainan,1,1,20,5,18,1,63,22.22222222,1.219512195
GLW1,Jinan,2,2,22,5,3,1,78,3.703703704,1.219512195
GLW75,Jinan,2,2,26,1,11,1,70,13.58024691,1.219512195
GLW117,Shunyi,2,3,18,5,11,1,70,13.58024691,1.219512195
GLW142,Shunyi,1,3,24,3,19,1,62,23.45679012,1.219512195
GLW73,Shunyi,2,2,31,5,15,1,66,18.51851852,1.219512195
GLW131,SJZ,2,3,12,2,10,1,71,12.34567901,1.219512195
GLW65,SJZ,1,2,13,5,11,1,70,13.58024691,1.219512195
GLW75,SJZ,2,2,22,5,8,1,73,9.87654321,1.219512195
GLW130,Hainan,1,3,3,4,13,1,69,15.85365854,1.204819277
GLW32,Hainan,2,2,7,6,18,1,64,21.95121951,1.204819277
GLW97,Jinan,2,2,39,9,8,1,74,9.756097561,1.204819277
GLW118,Shunyi,1,3,8,3,19,2,145,11.58536585,1.204819277
GLW64,Shunyi,1,2,12,5,14,1,68,17.07317073,1.204819277
GLW92,Shunyi,1,2,33,2,8,1,74,9.756097561,1.204819277
GLW131,SJZ,2,3,12,1,6,1,76,NA,1.204819277
GLW22,SJZ,2,1,24,2,10,1,72,12.19512195,1.204819277
GLW29,SJZ,2,1,30,1,8,1,74,9.756097561,1.204819277
GLW127,Jinan,2,3,12,1,12,1,71,14.45783133,1.19047619
GLW5,Jinan,2,1,9,4,14,1,69,16.86746988,1.19047619
GLW25,Shunyi,2,1,8,9,16,1,67,19.27710843,1.19047619
GLW78,Shunyi,1,2,22,6,11,1,72,13.25301205,1.19047619
GLW159,SJZ,1,3,41,1,8,1,75,9.638554217,1.19047619
GLW101,Shunyi,1,2,40,1,3,1,81,3.571428571,1.176470588
GLW136,Shunyi,2,3,31,5,11,1,73,13.0952381,1.176470588
GLW46,Shunyi,1,1,38,1,4,1,80,4.761904762,1.176470588
GLW8,Shunyi,2,1,14,3,12,1,72,14.28571429,1.176470588
GLW28,Shunyi,2,1,31,5,31,2,138,18.34319527,1.169590643
GLW113,SJZ,1,3,6,1,7,2,162,NA,1.169590643
GLW44,Hainan,1,2,27,1,7,1,78,8.235294118,1.162790698
GLW145,Jinan,1,3,33,7,13,1,72,15.29411765,1.162790698
GLW29,Jinan,1,1,25,13,14,2,156,8.235294118,1.162790698
GLW55,Jinan,1,2,5,5,8,1,77,9.411764706,1.162790698
GLW8,Jinan,1,1,8,7,14,2,156,8.235294118,1.162790698
GLW24,Shunyi,1,1,19,1,6,1,79,7.058823529,1.162790698
GLW85,Shunyi,1,2,27,2,10,1,75,11.76470588,1.162790698
GLW88,Shunyi,2,2,41,2,11,1,74,12.94117647,1.162790698
GLW146,SJZ,2,3,20,5,18,1,67,21.17647059,1.162790698
GLW154,SJZ,1,3,36,2,4,1,81,4.705882353,1.162790698
GLW56,Shunyi,2,2,17,1,9,2,162,5.263157895,1.156069364
GLW103,Jinan,2,2,41,7,6,1,80,6.976744186,1.149425287
GLW87,Jinan,2,2,33,4,7,1,79,8.139534884,1.149425287
GLW87,Jinan,2,2,33,5,6,1,80,6.976744186,1.149425287
GLW113,Shunyi,2,3,16,4,7,1,79,8.139534884,1.149425287
GLW25,SJZ,2,1,8,5,14,1,72,16.27906977,1.149425287
GLW75,SJZ,1,2,19,3,9,1,77,10.46511628,1.149425287
GLW101,Hainan,1,1,1,1,5,1,82,5.747126437,1.136363636
GLW154,Hainan,1,2,15,2,17,1,70,NA,1.136363636
GLW113,Jinan,2,3,3,7,10,1,77,11.49425287,1.136363636
GLW127,Jinan,2,3,12,2,8,1,79,9.195402299,1.136363636
GLW54,Jinan,1,2,4,6,7,1,80,8.045977011,1.136363636
GLW67,Jinan,2,2,21,8,7,1,80,8.045977011,1.136363636
GLW131,Shunyi,1,3,18,1,11,1,76,12.64367816,1.136363636
GLW23,Shunyi,1,1,18,4,8,1,79,9.195402299,1.136363636
GLW67,Shunyi,1,2,14,4,8,1,79,9.195402299,1.136363636
GLW91,Shunyi,2,2,43,3,7,1,80,8.045977011,1.136363636
GLW111,Jinan,2,3,2,9,10,1,78,11.36363636,1.123595506
GLW117,Jinan,1,3,14,6,12,1,76,13.63636364,1.123595506
GLW13,Jinan,1,1,11,12,8,1,80,9.090909091,1.123595506
GLW100,SJZ,2,2,36,4,13,1,75,14.77272727,1.123595506
GLW73,SJZ,2,2,21,2,13,1,75,14.77272727,1.123595506
GLW67,Hainan,1,3,17,1,9,1,80,10.11235955,1.111111111
GLW119,Jinan,1,3,16,4,12,1,77,13.48314607,1.111111111
GLW45,Jinan,2,2,5,10,6,1,83,6.741573034,1.111111111
GLW52,Jinan,1,2,2,6,4,1,85,NA,1.111111111
GLW117,Shunyi,2,3,18,1,10,1,79,11.23595506,1.111111111
GLW25,Shunyi,1,3,33,3,19,1,70,21.34831461,1.111111111
GLW25,Shunyi,2,3,12,10,21,1,68,23.59550562,1.111111111
GLW92,Shunyi,1,2,33,7,12,1,77,13.48314607,1.111111111
GLW108,SJZ,1,3,3,3,11,1,78,12.35955056,1.111111111
GLW25,SJZ,1,1,22,5,13,1,76,14.60674157,1.111111111
GLW121,Jinan,1,3,18,6,7,1,83,7.777777778,1.098901099
GLW67,Jinan,2,2,21,7,11,1,79,12.22222222,1.098901099
GLW25,Shunyi,2,3,12,7,12,1,78,13.33333333,1.098901099
GLW33,Shunyi,2,1,36,9,13,1,77,14.44444444,1.098901099
GLW95,SJZ,1,2,34,2,7,1,83,7.777777778,1.098901099
GLW4,Hainan,2,1,2,1,6,1,85,6.593406593,1.086956522
GLW1,Jinan,2,3,21,5,13,1,78,14.28571429,1.086956522
GLW10,Shunyi,1,1,8,6,13,1,78,14.28571429,1.086956522
GLW149,Shunyi,2,3,41,3,5,1,86,5.494505495,1.086956522
GLW47,Shunyi,1,1,39,5,14,1,77,15.38461538,1.086956522
GLW68,Shunyi,2,2,26,2,9,1,82,9.89010989,1.086956522
GLW25,Hainan,1,3,11,7,19,1,73,20.65217391,1.075268817
GLW159,Jinan,2,1,5,6,2,1,90,2.173913043,1.075268817
GLW23,Shunyi,2,1,26,8,13,1,79,14.13043478,1.075268817
GLW7,SJZ,1,1,7,4,12,1,80,13.04347826,1.075268817
GLW96,Jinan,2,2,38,5,9,1,84,9.677419355,1.063829787
GLW149,Shunyi,1,3,31,1,5,2,181,2.688172043,1.063829787
GLW28,Shunyi,2,1,31,4,16,1,77,17.20430108,1.063829787
GLW118,SJZ,2,3,3,1,9,1,84,9.677419355,1.063829787
GLW79,SJZ,1,2,23,3,13,1,80,13.97849462,1.063829787
GLW140,Hainan,1,3,4,2,9,1,85,9.574468085,1.052631579
GLW142,Hainan,1,3,5,2,28,1,66,29.78723404,1.052631579
GLW126,Jinan,2,3,11,5,10,1,84,10.63829787,1.052631579
GLW147,Jinan,1,3,35,5,12,1,82,12.76595745,1.052631579
GLW25,Jinan,1,2,17,6,16,1,78,17.0212766,1.052631579
GLW38,Shunyi,1,1,33,1,17,1,77,18.08510638,1.052631579
GLW95,Shunyi,1,2,35,6,12,1,82,12.76595745,1.052631579
GLW104,SJZ,2,2,38,5,10,1,84,10.63829787,1.052631579
GLW30,SJZ,1,1,27,4,10,1,84,10.63829787,1.052631579
GLW149,Hainan,1,3,8,1,9,2,181,4.736842105,1.041666667
GLW70,Hainan,1,1,30,2,14,1,81,14.73684211,1.041666667
GLW29,Jinan,1,1,25,5,7,1,88,7.368421053,1.041666667
GLW32,Jinan,2,1,31,7,9,1,86,9.473684211,1.041666667
GLW34,Jinan,1,1,30,5,15,1,80,15.78947368,1.041666667
